anime_id,Name,Genres,prediction
32673,Udon no Kuni no Kiniro Kemari,"Slice of Life, Supernatural",1
At first,Souta thinks nothing of the chance encounter and provides the boy with food and clothing. However,,0
Udon no Kuni no Kiniro Kemari follows the heartwarming relationship between Souta and Poko,and through the time they spend together,TV,0
32676,Sore Ike! Anpanman: Omocha no Hoshi no Nanda to Runda,"Comedy, Fantasy",0
"(Source: TMDB)\"",Movie,Finished Airing,0
32681,Uchuu Patrol Luluco,"Action, Adventure, Comedy",1
Made to don the Space Patrol suit and sent on her way to mete out justice,Luluco attempts to maintain the image of a normal girl who does not stand out in any way. But she soon discovers that with the automatic systems and inherently zealous judiciousness of the Space Patrol suit,"Apr 1, 2016 to Jun 24, 2016",0
32682,Kagewani: Shou,"Horror, Mystery, Supernatural, Suspense",1
Soon,threats old and new begin to rear their heads,TV,0
32684,Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,"Boys Love, Comedy",0
32686,Keijo!!!!!!!!,"Sports, Ecchi",0
After graduating from high school,the lively 17-year-old Nozomi Kaminashi enters the world of keijo,"but also her soul.\"",0
32691,Flowering Heart,UNKNOWN,1
"(Source: Official Youtube Channel of Flowering Heart)\"",TV,Finished Airing,0
32693,Kitakaze to Taiyou,UNKNOWN,0
32695,Match Shoujo PV,UNKNOWN,0
32696,Fukigen na Mononokean,"Comedy, Supernatural",1
As his health continues to decline and the creature grows in size,Hanae comes across a flyer advertising an exorcist who expels youkai. Desperate and with nothing left to lose,reluctantly helps Hanae but demands payment afterward. Much to Hanae's dismay,0
32697,Ozmafia!!,"Fantasy, Romance",0
32698,Monster Musume no Iru Nichijou OVA,"Comedy, Fantasy, Romance, Ecchi",1
Meanwhile,when Rachnera Arachnera receives a letter from her previous host family,they want her back as well! When the family's daughter,0
32700,Heart Realize,UNKNOWN,0
32707,Jewelpet: Attack Chance!?,"Comedy, Fantasy",5
32716,Nihon no Otogibanashi,"Fantasy, Supernatural",0
32717,Aikatsu Stars!,Slice of Life,1
At the first-years' opening performances,Yume performs stellarly but faints and is unable to remember being on stage at all. Struggling to find her talent,,0
Though they have their differences,all the students share the same goal: to become the next S4 idol. But hard work and determination,100.0,0
32728,Sensou no Tsukurikata,Drama,0
32729,Orange,"Drama, Romance, Sci-Fi",1
The note details that Naho's future life is filled with regrets,and she hopes that her younger self can correct the mistakes that were made in the past. The letter also warns her to keep a close eye on the new transfer student,TV,0
32730,Love Live! x Watering KissMint Collaboration CM,UNKNOWN,0
32732,Teo the Magic Planet Pilot,"Adventure, Fantasy",0
32733,ZIP! x Peeping Life TV: Cool Japan Saizensen,"Comedy, Slice of Life",0
32734,"Satto Anshin, SAT x Peeping Life","Comedy, Slice of Life",0
32735,"\"Persona 3 the Movie Meets \"\"Walkman\"\"\"",Drama,0
"Persona 3 the Movie Meets \"\"Walkman\"\" is a short commercial depicting the clarity and beauty of Sony's high-resolution audio throughout the changing seasons.\"",ONA,Finished Airing,0
32736,Pepsi Nex x 009 Re:Cyborg,"Action, Comedy",0
32737,009 Re:Cyborg x Zip,Comedy,0
32738,Calbee Hitokuchi Gekijou,"Comedy, Slice of Life",0
32739,JRA Hokan Keikaku,Action,0
The first two ads,"\"\"Unknown Horse\"\" and \"\"Birth of Eva-Impact","Rei and Asuka of the secret decision that has been made. \"\"Eva-Impact\"\" is an humanoid thoroughbred developed by JRA and Nerv as the \"\"Final Battle Weapon Type Horse.\"\" Eva-Impact was born from the combination of Nerv technology and DNA extracted from legendary horses with a 150-year lineage. The fall of the Spear of Longinus triggered the development of this weapon.",0
"(Source: ANN)\"",ONA,Finished Airing,0
32740,Girls & Panzer Movie Specials,UNKNOWN,0
32745,Fake Style,UNKNOWN,0
32747,Fake Style II,UNKNOWN,0
32748,La Primavera,UNKNOWN,0
32749,Hizumu Realism,Avant Garde,0
32750,Ashita e Mukau Hito,UNKNOWN,0
32751,Xiao Men Shen,"Comedy, Fantasy",1
"(Source: IMDb)\"",Movie,Finished Airing,0
32752,Ryuusei Girl,UNKNOWN,0
32755,Gregorio,UNKNOWN,0
32756,Storywriter,UNKNOWN,0
32757,Skirt,UNKNOWN,0
32758,Toute wa Sono Kotae,Supernatural,0
32759,Kokuen,Drama,0
32760,Bungaku Shounen no Yuuutsu,Drama,0
32761,Gekkou Shokudou,UNKNOWN,0
32762,Circles,UNKNOWN,0
32763,One and Three Four,UNKNOWN,0
32764,Sun Set Sun,UNKNOWN,0
32765,Cherry Blossom (Music),UNKNOWN,0
32767,Hane,UNKNOWN,0
32768,Revenge of Green Mutant,UNKNOWN,0
32772,Puzzle & Dragons Cross,UNKNOWN,0
"(Source: FUNimation)\"",TV,Finished Airing,0
32773,Nintama Rantarou no Uchuu Daibouken with Cosmic Front☆Next,"Adventure, Comedy",0
32775,Gene,UNKNOWN,0
32776,Nagisa,UNKNOWN,0
32777,Jitensha-hen,UNKNOWN,0
32778,Ame no Bus Stop-hen,UNKNOWN,0
32779,Anygedybudybombom,UNKNOWN,0
32781,Refrain (Music),UNKNOWN,0
32783,Happy Hour,UNKNOWN,0
32784,Lina Poe Poe,UNKNOWN,0
32785,Future Card Buddyfight Triple D,UNKNOWN,0
32786,Honky Tonk Women,Action,0
32788,Ningyo no Hanashi,Fantasy,0
32789,Answer,Supernatural,0
32790,Urmă (Zanzou),Supernatural,0
32792,Kidou Senshi Gundam Unicorn RE:0096,"Action, Drama, Sci-Fi",1
To Banagher,who has always lived a normal life,who urgently needs to meet with the leader of the nearby Vist Foundation,0
Packed with explosive action and rising tension,"Mobile Suit Gundam Unicorn RE:0096 follows Banagher as his conviction is tested and the destiny that has laid dormant for more than a century is finally realized.\"",spring 2016,0
32794,Mahoutsukai Sally Specials,UNKNOWN,0
32796,Shenmi Shijie Lixian Ji,"Adventure, Comedy, Fantasy",1
"(Source: Wikipedia)\"",Movie,Finished Airing,0
32797,Shenmi Shijie Lixian Ji 2,"Adventure, Comedy, Fantasy",1
Meanwhile,a new sinister plot is developing. The kingdom's ancient behemoths have shrunken in size after their annual migration. While investigating,they fight the rodent soldiers and escape. Yugo tracks down the very last behemoth in the kingdom and learns that the kingdom's water supply is being deliberately poisoned. When they learn that the only uncontaminated water left in the kingdom is under the control of the militaristic rats,1
(Source: Wikipedia,"edited)\"",UNKNOWN,0
32799,Tokio Heidi: Mainichi no Kodomo Uta,UNKNOWN,0
32800,Jijii: Owari no Hajimari,UNKNOWN,0
32801,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,"Adventure, Comedy, Fantasy, Ecchi",1
32802,Cardfight!! Vanguard G: Stride Gate-hen,Action,0
32803,Dreaming Pupa: Yumemiru Bokura,UNKNOWN,0
32804,Ainone,Drama,0
32805,Nyanbo!,Comedy,0
"(Source: Crunchyroll)\"",TV,Finished Airing,0
32806,Aikatsu!: Nerawareta Mahou no Aikatsu! Card,Slice of Life,0
"(Source: ANN)\"",Movie,Finished Airing,0
32807,Xiong Chumo,Comedy,1
"(Source: Official website)\"",TV,Finished Airing,0
32808,Xiong Chumo: Duo Bao Xiong Bing,"Adventure, Comedy",1
"(Source: Official website)\"",Movie,Finished Airing,0
32809,Xiong Chumo: Xue Ling Xiong Feng,"Adventure, Comedy",1
"(Source: Official website)\"",Movie,Finished Airing,0
32811,Black Ocean,UNKNOWN,0
32812,TeNiOE,UNKNOWN,0
32813,2010,UNKNOWN,0
32816,Teekyuu 6 Specials,"Comedy, Sports",0
32817,Teekyuu 7 Specials,"Comedy, Sports",0
32818,Xiong Chumo: Huanqiu Da Maoxian,Comedy,0
Here opens a brand new chapter in the story of Briar and Bramble bear! This time their fight with Logger Vick has turned into a chase around the world. From the tranquility of life in the countryside to the hustle and bustle of the city,from the mysterious forest into the modern world,,0
"(Source: Official YouTube Channel)\"",TV,Finished Airing,0
32819,Xiong Chumo: Conglin Zong Dong Yuan,Comedy,0
Having had a taste of carnival life in town,the Bear Brothers return to the forest to start anew. But aside from the joy of meeting old friends,,0
"(Source: Official website)\"",TV,Finished Airing,0
32820,Xiong Chumo: Chunri Dui Dui Peng,"Adventure, Comedy",0
Now that spring is in the air,the forest animals are back to frolicking amongst the freshly blooming flowers and busy at work planting new trees to add even more color to their luscious home. The bear brothers—Briar and Bramble,along with their little friends make it their mission to protect the forest. This always results in a lot of laughter,0
"(Source: Official website)\"",TV,Finished Airing,0
32821,Xiong Chumo: Dongri Le Fantian,Comedy,0
32823,Long Zai Na Li?,"Adventure, Comedy",1
When the Jade Emperor hears of Dragon’s five hundred year disappearance,impetuously he declares he is hosting a race,,0
But wait,behind the entire calamity is a demonic Roach King conspiring a coup d’état of the entire Zodiac. Cockroaches! Millions and millions of cockroaches,,0
On the day Jen inadvertently finds a Dragon scale,she encounters three talking animals -- a Pig,Jen and the three have to find and unite the rest of the original Zodiac -- Rat,0
Together,they embark on a journey that though dangerous,,0
"(Source: Animation World Network)\"",Movie,Finished Airing,0
32826,Yuuki no Baton,UNKNOWN,0
32827,B: The Beginning,"Action, Mystery, Supernatural, Suspense",0
With the help of his impulsive sidekick Lily Hoshina,and unexpected aid from the elusive Killer B himself,"the extent of the government's corruption—as well as the trustworthiness of close allies—are thrown into question.\"",0
32828,Amaama to Inazuma,"Gourmet, Slice of Life",1
Amaama to Inazuma follows the heartwarming story of a caring father trying his hardest to make his adorable little daughter happy,while exploring the meanings and values behind cooking,12.0,0
32829,Nobunaga no Shinobi,Comedy,1
As Nobunaga fights off invading forces and sets his sights upon neighboring lands,Chidori is assigned vital tasks to assure victory,26.0,0
32830,Chou Shounen Tanteidan Neo,Mystery,0
32831,Hungry to Win,Sports,0
32832,Kaze no You ni,"Drama, Slice of Life",1
"(Source: ANN)\"",Movie,Finished Airing,0
32833,Nudist Beach ni Shuugaku Ryokou de!! The Animation,Hentai,1
32834,Gra-P & Rodeo: Band wo P,Comedy,0
32835,Ganbare!! Tabuchi-kun!!,"Comedy, Sports",0
"(Source: AniDB)\"",Movie,Finished Airing,0
32836,Senki Zesshou Symphogear AXZ,"Action, Sci-Fi",1
During a mission briefing at headquarters,Hibiki is made aware of a mysterious organization known as the Bavarian Illuminati,Cagliostro,0
32842,Panpaka Pants,Comedy,0
32843,Senki Zesshou Symphogear XV,"Action, Sci-Fi",1
The criminal organization Noble Red,a remnant of the previously fought Bavarian Illuminati,"Jul 7, 2019 to Sep 29, 2019",0
32844,Love Will Find the Way Back Home,UNKNOWN,0
32845,Ishitsubutsu Toriatsukaijo,Drama,0
32847,Samurai (2011),UNKNOWN,0
32850,Yuu no Mahou,UNKNOWN,0
32851,Riding the Storm,UNKNOWN,0
32852,Survivor,Supernatural,0
32853,7-kakan.,UNKNOWN,0
32854,Fr/day Night,Comedy,0
32855,Tonight,UNKNOWN,0
32856,Sayonara Space Shuttle,UNKNOWN,0
32857,Natsu no Ginkei,UNKNOWN,0
32858,Dareka no Santa Claus,UNKNOWN,0
32859,Boku wa Kimi wo Warawanai,UNKNOWN,0
32860,Wonderland,UNKNOWN,0
32861,Tsukiyomi,UNKNOWN,0
32862,Never Shined,UNKNOWN,0
32863,Ansatsu Kyoushitsu: Kagaijugyou-hen,"Action, Comedy",0
"The adapted chapters are 78 (\"\"Takebayashi no Jikan\"\") and 79 (\"\"Shihaisha no Jikan","Ni Jikanme\"\")","Mar 11, 2016 to May 20, 2016",0
32864,JK to Ero Konbini Tenchou,Hentai,0
32866,Brave Witches,"Action, Sci-Fi, Ecchi",1
However,one of the Brave Witches' members suffers severe injuries on her way to the squadron's headquarters,volunteers to take her place. Though not possessing any special abilities or significant magical powers,0
32867,Bungou Stray Dogs 2nd Season,"Action, Mystery, Supernatural",1
However,one night,,0
Fast forward to the present,and Dazai is now a member of the Armed Detective Agency. The Guild,"who oppose their very existence.\"",0
32868,Spring Stranger,UNKNOWN,0
32869,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,Sports,1
After training to become a more cohesive team,Seirin faces a major setback during the Interhigh championship when it faces off against Touou Academy—the new home of Kuroko's former teammate Daiki Aomine. Jaded by the lack of competition,,0
Now that the Winter Cup has rolled around,the reignited Seirin is out for vengeance against Touou. Although the team has been training relentlessly,1.0,0
32870,Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,Sports,1
Unable to settle their previous score,Kagami and Himuro resolve to use this high-stakes match to determine the superior player. At the same time,,0
If they manage to make it past Yousen,Seirin's old rivals at Kaijou High await them in the semifinals,Movie,0
32871,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,"Comedy, Sports",1
32872,Energy Kyouka!!,Hentai,1
Shiraishi is soon caught with her pants down by the student committee. However,Reona Houjou,"she is left with no choice but to dive headlong into this new world of perverse pleasure.\"",0
32875,Shokupan Mimi Specials,"Comedy, Gourmet",0
32876,Nameko: Sekai no Tomodachi,Comedy,0
32878,ēlDLIVE,"Action, Sci-Fi",1
32879,Norn9: Norn+Nonet - Unmei no Megami,"Adventure, Fantasy, Romance, Sci-Fi",0
32881,Tiger Mask W,"Action, Drama, Sports",1
"(Source: MAL News)\"",TV,Finished Airing,0
32885,Magnerobo Ga-Keen Recap,"Action, Sci-Fi",2
32886,Anitore! EX: Jigoku no Training,Sports,0
32887,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,"Action, Adventure, Fantasy",0
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria begins in Orario,the lively city of adventures. The Sword Princess,are members of the Loki Familia,0
32888,Sinbad: Mahiru no Yoru to Fushigi no Mon,Adventure,1
"(Source: ANN)\"",Movie,Finished Airing,0
32889,Tu Xia Chuanqi,"Action, Adventure, Comedy",1
"(Source: Official YouTube)\"",Movie,Finished Airing,0
32890,Tu Xia Zhi Qing Li Chuanshuo,"Action, Adventure, Comedy",0
It’s been couples of years since Tu defeated Slash. More than a hero,Tu is regarded as the protector of the village defeating bandits and upholding justice. However,Tu fails to save Lan and the Martial of Fire. The reality hits him and Tu realizes he’s just a lucky rabbit who happens to inherit the Grandmaster’s Kung Fu. Therefore,0
"(Source: GSC Movies)\"",Movie,Finished Airing,0
32892,Himitsukessha Taka no Tsume GT,Comedy,0
32894,Love Bites,Horror,0
32895,Chijoku no Seifuku,Hentai,0
32897,Seishun Anime Zenshuu Specials,Drama,0
"(Source: The Anime Encyclopedia)\"",Special,Finished Airing,0
32898,Kidou Senshi Gundam 0083: Stardust Memory Picture Drama - Uchuu no Kagerou 2,Action,0
Universal Century 0083. Inside the Zanzibar-class mobile cruiser Lili Marleen,Cima Garahau,the Zeon fugitive Geil Hunt.,0
"(Source: Gundam Wiki)\"",Special,Finished Airing,0
32899,Watashi ga Motete Dousunda,"Comedy, Romance",1
While watching her favorite show one day,Serinuma witnesses the death of her most beloved character. Utterly depressed,she ended up losing a large amount of weight and has somehow become strikingly beautiful!,0
Now catching the eye of everyone who sees her,she finds herself at the center of attention of four boys she has always known at her school. Though they all wish to spend time with her,"Oct 7, 2016 to Dec 23, 2016",0
32900,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,"Action, Fantasy, Sci-Fi",1
"(Source: ANN)\"",Movie,Finished Airing,0
32901,Eromanga-sensei,"Comedy, Drama, Romance, Ecchi",1
While caring for what's left of his family,Masamune earns a living as a published light novel author with one small problem: he's never actually met his acclaimed illustrator,,0
As new characters and challenges appear,Masamune and Sagiri must now face the light novel industry together. Eromanga-Sensei follows the development of their relationship and their struggle to become successful; and as Sagiri slowly grows out of her shell,"Apr 9, 2017 to Jun 25, 2017",0
32902,Mahoutsukai no Yome: Hoshi Matsu Hito,"Drama, Fantasy",1
32904,Norimono Atsumare: Hit Song-shuu,UNKNOWN,0
32906,Bishoujo Yuugi Unit Crane Game Girls,Comedy,1
The only three people with enough potential are three high school girls—Asuka,Mirai,"they begin to doubt Saya's intentions but are nonetheless unaware that the fate of the Earth lies in their hands.\"",0
32907,Susume! Shinji-kun,UNKNOWN,0
32915,Durarara!!x2 Ketsu: Dufufufu!!,"Action, Mystery, Supernatural",0
Donning a blond wig and venturing into Ikebukuro assuming Shizuo's identity,the impostor is confident he is fooling everyone into doing his bidding. But as the district's residents either take pity or tease him before the actual Shizuo inevitably finds out,"Jul 27, 2016",0
32916,YanYan Machiko Specials,"Comedy, Slice of Life",0
32920,Yongshi,UNKNOWN,1
"(Source: Wikipedia)\"",Movie,Finished Airing,0
32924,Urara Meirochou,"Comedy, Fantasy",1
Chiya quickly makes three friends: studious Kon Tatsumi,aspiring witch Koume Yukimi,12.0,0
32926,Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken,"Adventure, Comedy, Fantasy",0
"(Source: ANN)\"",Movie,Finished Airing,0
32927,Kidou Senshi Gundam Unicorn: A Phantom World,Action,0
"(Source: ANN)\"",Special,Finished Airing,0
32928,Kiss Shite Hoshii,UNKNOWN,0
32930,Fairy Tail OVA (2016),"Comedy, Fantasy, Ecchi",0
Following the Grand Magic Games' undecided outcome,Fairy Tail master Makarov Dreyar finds another way to settle the winner: Team A and Team B will play rock-paper-scissors. The victors can order whatever they want the losers to do. Under these conditions,,0
Natsu vs. Mavis,,,0
As the Fairy Tail girls soak in the hot water together with their first master,Mavis Vermillion,a dispute between Fairy Tail's original members comes to light.,0
Yousei-tachi no Christmas (Fairies' Christmas),,,0
Fairy Tail members help their beloved city of Magnolia get into the holiday spirit. After a long day of hard work,Natsu and his friends gather to celebrate Christmas with alcohol and games,"May 17, 2016 to Dec 16, 2016",0
32932,Choujuu Giga,Romance,0
"(Source: ANN)\"",ONA,Finished Airing,0
32933,Xiao Yeyou,"Comedy, Fantasy",1
"(Source: Official Youtube page)\"",ONA,Finished Airing,0
32934,Zonmi-chan: Meat Pie of the Dead,"Comedy, Horror, Supernatural",0
Zonmi-chan is a clumsy,careless,,0
"(Source: Neft Film)\"",Special,Finished Airing,0
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Sports,1
Only the strongest team will make it to the national tournament. Since this match is the third-year players’ last chance to qualify for nationals,Karasuno has to use everything they learned during the training camp and prior matches to attain victory. Filled with restlessness and excitement,"Oct 8, 2016 to Dec 10, 2016",0
32936,Gin no Guardian,"Adventure, Fantasy",1
He is also drawn to another girl: a new friend he meets in Dungeon Century,his favorite online RPG. But when the game is scheduled to shut down,Rei gives Suigin a new game meant to replace Dungeon Century—a tomb raiding game called Grave Buster. But when Rei is suddenly kidnapped,0
Gin no Guardian follows Suigin as he plays through Grave Buster to save Rei,"while uncovering the secrets hidden within the game.\"",spring 2017,0
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,"Adventure, Comedy, Fantasy",1
Not only is he stuck with a useless deity turned party archpriest,the pair also has to make enough money for living expenses. To add to their problems,"Lalatina \"\"Darkness\"\" Dustiness Ford",0
Kono Subarashii Sekai ni Shukufuku wo! 2 continues to follow Kazuma and the rest of his party through countless more adventures as they struggle to earn money and have to deal with one another's problematic personalities. However,things rarely go as planned,"Jan 12, 2017 to Mar 16, 2017",0
32943,Hikari: Kariya wo Tsunagu Monogatari,Sports,1
"(Source: ANN)\"",Special,Finished Airing,0
32944,CoCO & NiCO,Comedy,1
"(Source: Japan International Broadcasting)\"",TV,Finished Airing,0
32946,Gyakuten Saiban 6 Prologue,Mystery,0
Meanwhile,in Japan,ONA,0
32947,Battery,"Drama, Sports",1
His worries are soon put to rest after meeting Gou Nagakura. As his fan and fellow student,Gou is eager to prove that he is not a simple braggart,11.0,0
32948,Fune wo Amu,"Award Winning, Drama, Romance",1
Mitsuya Majime works in Genbu Publishing's sales division,yet he has poor social skills and an inability to read the mood in most situations. In spite of this,TV,0
32949,Kuzu no Honkai,"Drama, Romance",0
Hanabi has loved her childhood friend and neighbor Narumi Kanai for as long as she can remember,so she is elated to discover that he is her new homeroom teacher. However,much to Hanabi's dismay.,0
Mugi was tutored by Akane in middle school,and has been in love with her since then. Through a chance meeting in the hallway,TV,0
32950,RS Keikaku: Rebirth Storage,UNKNOWN,1
"(Source: MAL News)\"",Special,Finished Airing,0
32951,Rokudenashi Majutsu Koushi to Akashic Records,"Action, Fantasy",1
However,their world is thrown for a loop when their favorite teacher suddenly retires and the enigmatic Glenn Radars replaces him. His lazy and indifferent attitude toward life and magic quickly puts him at odds with his class. What's more,and Glenn find themselves caught up in their schemes.,0
Rokudenashi Majutsu Koushi to Akashic Records follows Sistine,who is captivated by a mysterious floating Sky Castle; Rumia,TV,0
32953,Koi ni Naritai Aquarium,UNKNOWN,0
32954,Flying Witch Petit,"Slice of Life, Supernatural",0
32956,Aware! Meisaku-kun,Comedy,1
"(Source: Anime News Network)\"",TV,Finished Airing,0
32959,Mirai no Watashi,"Comedy, Slice of Life",0
"(Source: ANN)\"",ONA,Finished Airing,0
32961,Regalia: The Three Sacred Stars,"Action, Sci-Fi",1
"(Source: FUNimation)\"",TV,Finished Airing,0
32962,Occultic;Nine,"Mystery, Sci-Fi",1
These individuals include high school fortune teller Miyuu Aikawa,who joins Yuuta to work on the blog; realist Sarai Hashigami,,0
As this unlikely group,bound only by the strings of fate,12.0,0
32977,Aggressive Retsuko,Comedy,1
32979,Flip Flappers,"Adventure, Comedy, Fantasy, Sci-Fi",1
Dragged along by the energetic stranger,Cocona finds herself in the world of Pure Illusion—a bizarre alternate dimension—helping Papika look for crystal shards. Upon completing their mission,three others with powers from a rival organization enter the fray and slay the creature,0
32981,Hand Shakers,Action,0
Tazuna Takatsuki,a high school student with a penchant for fixing things,Tazuna grasps Koyori's hand and awakens his power as a Hand Shaker. However,0
32982,Imakara Atashi......,Hentai,0
32983,Natsume Yuujinchou Go,"Drama, Slice of Life, Supernatural",1
Meanwhile,the exorcist clan Matoba still wishes for Natsume to join their ranks due to his overwhelming gift. However,"he continues to defy the exorcists' hard-handed methods and believes that peace between both worlds is possible.\"",0
32989,King of Prism by Pretty Rhythm Short Anime,"Comedy, Fantasy",0
32993,Sore ga Seiyuu!: Petit Uchiage,"Comedy, Slice of Life",0
32995,Yuri!!! on Ice,"Award Winning, Sports",1
However,Yuuri finds himself in the spotlight when a video of him performing a routine previously executed by five-time world champion,Yuuri eagerly accepts,0
32997,Lo Re: Pako Sukusuku Mizuki-chan The Animation,Hentai,0
32998,91 Days,"Action, Drama",1
Seven years later,Avilio finally has his chance for revenge when he receives a mysterious letter prompting him to return to Lawless. Obliging,,0
Set during the Prohibition era,91 Days tells the story of Avilio's dark,12.0,0
32999,"Neko mo, Onda-ke","Comedy, Slice of Life",1
"(Source: ANN)\"",TV,Finished Airing,0
33002,Panpaka Pants W-O-New!,Comedy,0
33003,Mahou Shoujo Ikusei Keikaku,"Action, Fantasy, Suspense",1
As Koyuki and other chosen players in the city begin helping those in need,they all receive yet another notification: the admins have decided that they want to reduce the number of magical girls. Whoever collects the least amount of Magical Candies—which are awarded for their magical girl activities—in their competition each week will lose their powers. But when a real-world tragedy happens to the first player that drops out,12.0,0
33004,Tanaka-kun wa Kyou mo Kedaruge,Comedy,0
33010,FLCL Progressive,"Action, Avant Garde, Comedy, Sci-Fi",1
That same night,a robot barges into Hidomi’s room along with a boy from her class,what kind of vespa woman this weird guitar woman is warning her about,0
33011,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,"Comedy, Fantasy",0
Recently,three young girls have awakened their kaiju halves. The introverted Aki Miyashita obtains the soul of Agira,Agira,0
33012,Island (TV),"Drama, Sci-Fi",1
"Knowing another \"\"Setsuna\"\" herself",Rinne takes him to her household as a servant,its three great families,0
As the mysteries of his missing memories and Urashima itself unfold,Setsuna must remember his purpose and fulfill his mission as soon as possible. But,12.0,0
33013,Super Lovers OVA,"Boys Love, Comedy, Drama",0
33018,Katsugeki/Touken Ranbu,"Action, Fantasy",1
However,their journey will not be an easy one. Fraught with blood and betrayal in the chaotic era closest to their hearts,"Jul 2, 2017 to Sep 24, 2017",0
33019,Reikenzan: Eichi e no Shikaku,"Comedy, Fantasy",0
"(Source: ANN)\"",TV,Finished Airing,0
33021,Ragnastrike Angels,Action,0
33023,Touken Ranbu: Hanamaru,"Action, Comedy, Drama, Fantasy, Slice of Life",1
Touken Ranbu: Hanamaru opens on the life of Yamatonokami Yasusada,Souji Okita's beloved uchigatana,whether it be through wild snowball fights or introducing their newest comrades to the citadel. Of course,0
33024,Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,"Action, Sci-Fi",1
"(Source: Crunchyroll)\"",Special,Finished Airing,0
33025,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,"Action, Sci-Fi",1
Unfortunately,Izuru Hitachi,it’s up to Asagi to hold the line against the most ruthless adversary yet.,0
"(Source: Anilist)\"",Movie,Finished Airing,0
33026,Time Bokan 24,"Adventure, Comedy",1
"(Source: Wikipedia)\"",TV,Finished Airing,0
33027,Infini-T Force,"Action, Sci-Fi",1
"(Source: VIZ Media)\"",TV,Finished Airing,0
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Action, Horror, Mystery",1
Meanwhile,Hajime Hinata,who presents to him a new,0
Zetsubou-hen chronicles the daily lives carried out at the talent-cultivating academy,and the darkness that lurks beneath. As despair slowly infects hope,"and the end begins.\"",0
33031,Shakunetsu no Takkyuu Musume,Sports,1
Suzumegahara Middle School is home to a small-time team: Hanabi Tenka,who has a rapid attack style; Hokuto Itsumo,who possesses an impenetrable defense. Despite their skill at ping pong,0
But everything changes when transfer student Koyori Tsumujikaze arrives in town. Filled with an intense love of the game,she quickly makes a name for herself as another top player on the team. Koyori's positive attitude towards ping pong lights a fire in each of the girls' competitive hearts,"Oct 4, 2016 to Dec 20, 2016",0
33032,Drifters: Special Edition,"Action, Adventure, Comedy, Fantasy",0
33033,Starmyu OVA,Slice of Life,1
33034,Kiniro Mosaic: Pretty Days,"Comedy, Slice of Life",1
"(Source: MAL News)\"",Movie,Finished Airing,0
33035,"Yuyushiki: Komarasetari, Komarasaretari","Comedy, Slice of Life",2
33036,Suki ni Naru Sono Shunkan wo. Kokuhaku Jikkou Iinkai,"Comedy, Drama, Romance",1
Chasing after her brother Yuu and her crush Koyuki,Hina also enrolls in Sakuragaoka High School; but the threads of love are far-reaching,oblivious to his own feelings for her,0
Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou linkai follows Hina,Kotarou,1.0,0
33037,Tsukiuta. The Animation,UNKNOWN,1
33038,Nuwa Chengzhang Riji,"Comedy, Fantasy",0
33041,Bubuki Buranki: Hoshi no Kyojin,"Action, Drama, Sci-Fi",0
33042,Zonmi-chan: Halloween☆Special Movie!,"Comedy, Horror",0
33044,Asa da yo! Kaishain,Comedy,0
"(Source: LiveChart)\"",TV,Finished Airing,0
33045,Dream Festival!,UNKNOWN,1
A perfect chance for his debut appears when they are grouped together to perform at the company's Dream Festival. To rise to the top,they must collect Dorika—cards given by the audience that idols use to form their stage outfits—and gain the audience's attention. However,12.0,0
33046,B-Project: Kodou*Ambitious,UNKNOWN,0
"(Source: ANN)\"",TV,Finished Airing,0
33047,Fate/Extra: Last Encore,"Action, Fantasy",1
Awakening in a pool of his own blood,Hakuno Kishinami refuses to die. Fueled by unknown feelings of hatred,Saber,0
33048,Zegapain ADP,"Action, Romance, Sci-Fi",0
"(Source: MAL News)\"",Movie,Finished Airing,0
33049,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,"Action, Fantasy, Supernatural",1
Meanwhile,Shinji Matou sets his own plans into motion,,0
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly continues to focus on the remaining Masters and Servants as they fight each other in the hopes of obtaining the Holy Grail. However,as darkness arises within Fuyuki City,"Jan 12, 2019",0
33050,Fate/stay night Movie: Heaven's Feel - III. Spring Song,"Action, Fantasy, Supernatural",1
