anime_id,Name,Genres,prediction
But what lies in wait? And what of the mysterious girl who appeared to Collin in his dream?,,,0
"(Source: AniDB)\"",OVA,Finished Airing,0
1403,Tsumamigui,Hentai,1
"(Source: AniDB)\"",OVA,Finished Airing,0
1404,Flutter of Birds: Tori-tachi no Habataki,Hentai,1
"(Source: AniDB)\"",OVA,Finished Airing,0
1405,Tokio Kidou Police,"Comedy, Romance, Hentai",1
"(Source: ANN)\"",OVA,Finished Airing,0
1406,Gibo,"Drama, Romance, Hentai",0
"(Source: RightStuf)\"",OVA,Finished Airing,0
1407,Stainless Night,"Girls Love, Hentai",1
"(Source: ANN)\"",OVA,Finished Airing,0
1408,Kao no nai Tsuki,Hentai,0
1409,IGPX: Immortal Grand Prix,"Sci-Fi, Sports",1
This series served as the pilot to the full IGPX: Immortal Grand Prix,"each episode is only 5 minutes long or less. A key difference between the two is that this series featured combat mecha competition rather than racing mecha.\"",summer 2003,0
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,"Action, Sci-Fi",1
1411,VS Knight Lamune & 40 Fresh,"Adventure, Comedy, Sci-Fi, Ecchi",0
Unfortunately,Cacao and Parfait discover Lamunes at the helm of the marauding Giga Genos invasion fleet. World by world,6.0,0
1412,Lupin III,"Action, Adventure, Comedy, Mystery",1
1413,Lupin III: Alcatraz Connection,"Action, Adventure, Comedy",0
"(Source: ANN)\"",Special,Finished Airing,0
1414,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,"Action, Adventure, Comedy, Mystery",0
"(Source: ANN)\"",Special,Finished Airing,0
1415,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,"Action, Adventure, Comedy, Mystery",1
"(Source: ANN)\"",Special,Finished Airing,0
1416,Lupin III: Dead or Alive,"Action, Adventure, Comedy, Mystery",1
"(Source: ANN)\"",Movie,Finished Airing,0
1417,Lupin III: Moeyo Zantetsuken!,"Action, Adventure, Comedy, Mystery",1
"(Source: ANN)\"",Special,Finished Airing,0
1418,"\"Lupin III: Episode 0 \"\"First Contact\"\"\"","Action, Adventure, Comedy, Mystery",1
"(Source: ANN)\"",Special,Finished Airing,0
1419,Lupin III: Kutabare! Nostradamus,"Action, Adventure, Comedy, Mystery",1
"(Source: ANN)\"",Movie,Finished Airing,0
1420,Lupin III: Russia yori Ai wo Komete,"Action, Adventure, Comedy, Mystery",1
"(Source: AniDB)\"",Special,Finished Airing,0
1421,Lupin III: Hemingway Paper no Nazo,"Action, Adventure, Comedy, Mystery",0
"(Source: ANN)\"",Special,Finished Airing,0
1422,Lupin III: $1 Money Wars,"Action, Adventure, Comedy, Mystery",0
"(Source: ANN)\"",Special,Finished Airing,0
1423,Lupin III: Napoleon no Jisho wo Ubae,"Action, Adventure, Comedy, Mystery",1
"(Source: AniDB)\"",Special,Finished Airing,0
1424,Lupin III: Otakara Henkyaku Daisakusen!!,"Action, Adventure, Comedy, Mystery",1
"(Source: ANN)\"",Special,Finished Airing,0
1425,Lupin III: Part II,"Action, Adventure, Comedy, Mystery",1
"(Source: ANN)\"",TV,Finished Airing,0
1426,Lupin III: Part III,"Action, Adventure, Comedy",1
"(Source: ANN)\"",TV,Finished Airing,0
1427,Lupin III: Ikiteita Majutsushi,"Action, Adventure, Comedy, Mystery",0
"(Source: ANN)\"",OVA,Finished Airing,0
1428,Lupin III: Pilot Film (1978),"Action, Adventure, Comedy, Mystery",0
1429,Lupin III: Nusumareta Lupin,"Action, Adventure, Comedy, Mystery",1
"(Source: ANN)\"",Special,Finished Airing,0
1430,Lupin III: Cagliostro no Shiro,"Action, Adventure, Award Winning, Comedy, Mystery",0
Natural flirt Lupin dislikes seeing a girl in distress and seeks to remedy the situation. Goemon Ishikawa XIII,Fujiko Mine,"and the castle's secrets emerge from the depths.\"",0
1431,Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,"Action, Adventure, Comedy, Mystery",1
"(Source: ANN)\"",Special,Finished Airing,0
1432,Lupin III: Fuuma Ichizoku no Inbou,"Action, Adventure, Comedy, Mystery",1
"(Source: ANN)\"",Movie,Finished Airing,0
1433,Lupin III: Babylon no Ougon Densetsu,"Action, Adventure, Comedy, Mystery",0
The Mob is out to get the gold,but so is Lupin III.,,0
It's Thugs vs. Thieves when Lupin &amp; Co. go up against a fearsome flyswatting Polish Mafia boss,a bevy of beauty-contest policewomen,,0
"(Source: AniDB)\"",Movie,Finished Airing,0
1434,Lupin III: Harimao no Zaihou wo Oe!!,"Action, Adventure, Comedy, Mystery",1
"(Source: ANN)\"",Special,Finished Airing,0
1435,Lupin III: Lupin vs. Fukusei-ningen,"Action, Adventure, Comedy, Mystery",1
"(Source: ANN)\"",Movie,Finished Airing,0
1436,Lupin III: Twilight Gemini no Himitsu,"Action, Adventure, Comedy",1
"(Source: ANN)\"",Special,Finished Airing,0
1437,Lupin III: Honoo no Kioku - Tokyo Crisis,"Action, Adventure, Comedy, Mystery",1
"(Source: ANN)\"",Special,Finished Airing,0
1438,Lupin III: Lupin Ansatsu Shirei,"Action, Adventure, Comedy, Mystery",1
"(Source: ANN)\"",Special,Finished Airing,0
1439,Lupin III: Walther P38,"Action, Adventure, Comedy, Mystery",1
"(Source: ANN)\"",Special,Finished Airing,0
1440,Ninja Mono,"Adventure, Comedy, Supernatural",1
"(Source: ANN)\"",OVA,Finished Airing,0
1441,Ginga Tetsudou no Yoru,"Award Winning, Drama, Fantasy, Mystery",1
1442,Alexander Senki,"Action, Adventure, Fantasy, Sci-Fi, Supernatural",1
"(Source: TBS Global Business)\"",TV,Finished Airing,0
1443,Sol Bianca,"Action, Adventure, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
1444,Sol Bianca: Taiyou no Fune,"Adventure, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
1445,Mach GoGoGo,Adventure,1
In spite of this,Gou's father and the creator of the Mach 5,younger brother Kurio,0
However,Gou soon learns that becoming a professional racer is not easy. From the underhanded plots of corrupt businessmen to stiff competition in the form of his rival,TV,0
1448,Hyakujuu-Ou GoLion,"Adventure, Sci-Fi",1
(Source: ANN),,,0
"About Voltron (U.S.)\"",TV,Finished Airing,0
1450,Brigadoon: Marin to Melan,"Adventure, Comedy, Drama, Sci-Fi",1
"(Source: ANN)\"",TV,Finished Airing,0
1451,Shuranosuke Zanmaken: Shikamamon no Otoko,"Action, Supernatural, Suspense",1
"(Source: ANN)\"",OVA,Finished Airing,0
1452,The Samurai,"Comedy, Romance",1
"(Source: ANN)\"",OVA,Finished Airing,0
1453,Maison Ikkoku,"Comedy, Drama, Romance",1
However,his plans to leave are suddenly interrupted when he meets the new boarding house manager,Kyoko still cherishes her dearly departed husband,0
1454,Kemonozume,"Action, Horror, Romance, Supernatural",1
Toshihiko Momota,the son of the leader of the Kifuuken,Yuka is a Shokujinki and Toshihiko is sworn to kill her. Meanwhile,0
1455,Makai Tenshou,"Action, Supernatural",1
Tortured by visions of Amakusa's final hour,legendary swordsman Jubei Yagyu returns to his ancestral home seeking respite from the bloody duties of a feudal retainer. Life in the village of Yagyu possesses a serenity ill-befitting days of armed rebellion and unholy alliance. For Jubei the tranquility is far too transparent,Jubei returns to the path of vengeance and damnation in Ninja Resurrection!,0
"(Source: DVD cover)\"",OVA,Finished Airing,0
1456,L/R: Licensed by Royal,"Action, Adventure, Mystery",1
"(Source: ANN)\"",TV,Finished Airing,0
1457,Key the Metal Idol,"Action, Award Winning, Drama, Sci-Fi",0
Key quickly becomes enamored with idol singer Miho Utsuse and wonders if becoming a singer will allow her to make the amount of friends needed for her to become human. But Miho carries a ominous secret: she is connected to Jinsaku Ajou,an old rival of Dr. Mima trying to make new a breakthrough in robotic weaponry. As Key works to become a real girl,15.0,0
1458,Uchuu no Kishi Tekkaman,"Action, Adventure, Sci-Fi",1
"(Source: Absoluteanime)\"",TV,Finished Airing,0
1459,Uchuu no Kishi Tekkaman Blade,"Action, Adventure, Drama, Romance, Sci-Fi",1
"(Source: ANN)\"",TV,Finished Airing,0
1460,Uchuu no Kishi Tekkaman Blade II,"Action, Adventure, Drama, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
1462,Memories,"Award Winning, Drama, Horror, Sci-Fi",0
Magnetic Rose,,,0
In the far reaches of space,after tracing a distress signal to a large abandoned space station,,0
Stink Bomb,,,0
Hapless lab technician Nobuo Tanaka consumes some pills at his laboratory to cure a cold. Unknown to him,however,and foreign adversaries are hot on his trail.,0
Cannon Fodder,,,0
In a fortress city filled to the brim with cannons,a young boy wishes to surpass his father by becoming a revered artillery officer. Despite no proof of an enemy nation,3.0,0
1465,Hakaima Sadamitsu,"Action, Sci-Fi",1
"(Source: AniDB)\"",TV,Finished Airing,0
1466,Hakugei Densetsu,"Adventure, Sci-Fi",1
1468,Baoh Raihousha,"Action, Sci-Fi",1
Doress intends to use him in some sort of ploy for financial success,world domination,Sumire (who's being held by the organization due to her abilities),0
Of course,Dr. Kasuminome is the mad scientist behind the whole Baoh thing,,0
"(Source: AnimeDB)\"",OVA,Finished Airing,0
1469,Monster Farm: Enbanseki no Himitsu,"Action, Adventure, Comedy, Fantasy",1
"(Source: ANN)\"",TV,Finished Airing,0
1470,City Hunter,"Action, Comedy, Mystery",0
Together they solve tough cases and tackle the numerous dangers that accompany their trade head-on. However,when he's not out hunting crooks and villains,51.0,0
1471,City Hunter 2,"Action, Comedy, Mystery",0
"(Source: ANN)\"",TV,Finished Airing,0
1472,City Hunter 3,"Action, Comedy, Mystery",0
"(Source: ANN)\"",TV,Finished Airing,0
1473,City Hunter '91,"Action, Comedy, Mystery",1
"(Source: ANN)\"",TV,Finished Airing,0
1474,City Hunter: Ai to Shukumei no Magnum,"Action, Comedy, Mystery",1
"(Source: AnimeNfo)\"",Movie,Finished Airing,0
1475,City Hunter: Bay City Wars,"Action, Comedy, Mystery",1
"(Source: ANN)\"",Movie,Finished Airing,0
1476,City Hunter: Hyakuman Dollar no Inbou,"Action, Comedy, Mystery",1
"(Source: ANN)\"",Movie,Finished Airing,0
1477,City Hunter: The Secret Service,"Action, Comedy, Mystery",1
1478,City Hunter: Goodbye My Sweetheart,"Adventure, Comedy",1
"(Source: ANN)\"",Special,Finished Airing,0
1479,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,UNKNOWN,1
1480,Sky Girls OVA,Sci-Fi,1
"(Source: ANN)\"",OVA,Finished Airing,0
1481,"Urusei Yatsura: Haru da, Tobidase!","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",0
As Ataru Moroboshi's mother recalls,her relatively peaceful middle-class lifestyle ended about six months ago,the fate of the planet rested on the shoulders of the housewife's troublesome son. In a turn of events,0
Ataru's mother reflects on all the characters her son has been involved with—friends and foes,both human and extraterrestrial—and the stress their antics have caused her. Unsure whether to admire her son's fortitude or consider him pathetic,,0
Shuugaku Ryokou!: Kunoichi yo Hashire,,,0
Kaede is a young ninja,or kunoichi,Kaede has further infuriated her master by losing a confidential scroll in the woods.,0
Meanwhile,Ataru finds his school excursion to the ancient capital of Nara tedious. However,"Mar 31, 1982",0
1482,D.Gray-man,"Action, Adventure, Fantasy",1
After spending three years as the disciple of General Cross,Allen Walker is sent to the Black Order—an organization comprised of those willing to fight Akuma and the Millennium Earl—to become an official Exorcist. With an arm as his Innocence and a cursed eye that can see the suffering souls within an Akuma,"Oct 3, 2006 to Sep 30, 2008",0
1483,Master Keaton,"Adventure, Drama, Mystery",1
"(Source: Geneon Entertainment USA)\"",TV,Finished Airing,0
1484,Youma,"Action, Fantasy, Horror, Supernatural",1
"(Source: ANN)\"",OVA,Finished Airing,0
1485,Akachan to Boku,"Comedy, Drama",1
He will have to sacrifice his childhood in order to meet the needs of his little brother. Cooking,cleaning,he will watch as his friends live their carefree lives,0
1486,Kodomo no Omocha (TV),"Comedy, Drama, Romance",1
Akito is a classmate of Sana's,and ever since he's started acting out in class,,0
The hyperactive Sana decides to dig deeper and find out what makes Akito tick,so class can go back to normal and the teacher can stop spending every day crying instead of teaching. But the more she learns about him,"Apr 5, 1996 to Mar 27, 1998",0
1487,.hack//Unison,"Adventure, Comedy, Fantasy, Sci-Fi",0
1488,Area 88,"Action, Adventure, Drama, Romance",1
1489,Renkin San-kyuu Magical? Pokaan Specials,"Comedy, Ecchi",0
1490,Ginga Tetsudou Monogatari,"Action, Adventure, Drama, Sci-Fi",1
Manabu Yuuki,a rash and hot-headed man,TV,0
1491,Ginga Tetsudou 999,"Adventure, Drama, Sci-Fi",1
Tetsurou is then saved from certain death by the mysterious Maetel,a tall woman with blonde hair and a striking resemblance to his mother. She gives him a pass to the Galaxy Express under one condition: that they travel together. Thus,113.0,0
1492,Project ARMS,Action,1
1493,Project ARMS: The 2nd Chapter,"Action, Fantasy",1
"(Source: AniDB)\"",TV,Finished Airing,0
1494,Darkside Blues,"Horror, Mystery, Sci-Fi",1
"(Source: ANN)\"",Movie,Finished Airing,0
1495,Maetel Legend,"Drama, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
1496,Fushigi no Kuni no Miyuki-chan,"Comedy, Fantasy, Girls Love, Ecchi",1
"(Source: ANN)\"",OVA,Finished Airing,0
1497,Aru Machi Kado no Monogatari,"Award Winning, Drama, Romance",1
In Aru Machi Kado no Monogatari,will the inhabitants of the street corner be able to maintain their peaceful existences,"Nov 5, 1962",0
1498,Black Blood Brothers,"Action, Comedy, Fantasy",1
However,their journey is suddenly faced with danger when a conflict erupts between vampire migrants and human forces from the Special Zone. With the rise of a developing conspiracy from an old enemy,TV,0
1499,MaMa,Hentai,0
1500,Teizokurei Daydream,"Comedy, Drama, Horror, Supernatural, Ecchi",1
"(Source: ANN)\"",OVA,Finished Airing,0
1501,Kaleido Star: Good da yo! Goood!!,Comedy,0
"(Source: ANN)\"",OVA,Finished Airing,0
1502,Mahou Shoujo Pretty Sammy (1996),"Comedy, Fantasy",1
However,Sasami refuses to become a magical girl—not because she is scared,"Pretty Sammy.\"",0
1503,Mahou Shoujo Pretty Sammy Specials,"Adventure, Comedy, Fantasy",0
1504,Macross Flash Back 2012,"Drama, Sci-Fi",0
"(Source: ANN)\"",OVA,Finished Airing,0
1505,Detective Conan Movie 09: Strategy Above the Depths,"Adventure, Comedy, Mystery",1
Aboard it on a much needed vacation,Kogorou Mouri,the CEO of the Yashiro group,0
As the ship's hull rapidly fills with water,the truth behind the vengeful murders is finally revealed. With no place to escape,"Apr 9, 2005",0
1506,Detective Conan Movie 10: Requiem of the Detectives,"Adventure, Comedy, Mystery",1
With the help of familiar faces like Heiji Hattori,Kaitou Kid,1.0,0
1508,Sci-fi Harry,"Drama, Horror, Sci-Fi",0
However,there are other ominous forces at work who do believe in Harry and attempt to make use of him in ways that are threatening and frightful.,,0
(Source: AniDB,"edited)\"",fall 2000,0
1509,Mamotte! Lollipop,"Adventure, Comedy, Romance",0
(Source: ANN,"edited)\"",summer 2006,0
1510,Imouto de Ikou!,Hentai,1
"(Source: ANN)\"",OVA,Finished Airing,0
1511,Gakuen: Chijoku no Zushiki,Hentai,1
And so,"Masaki's \"\"game\"\" begins. The rules? If the girls can't pay back the debt",,0
"(Source: AniDB)\"",OVA,Finished Airing,0
1512,Court no Naka no Tenshi-tachi,"Sports, Hentai",1
"(Source: AniDB)\"",OVA,Finished Airing,0
1513,Kaette Kita Court no Naka no Tenshi-tachi,Hentai,1
1514,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,"Comedy, Romance, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
1515,Sentou Yousei Shoujo Tasukete! Mave-chan,"Comedy, Sci-Fi",1
"(Source: AniDB)\"",OVA,Finished Airing,0
1516,Kirarin☆Revolution,"Comedy, Drama, Romance",1
One day,after saving a turtle that is stranded in a tree,only to discover that Seiji and the boy who tore her ticket,0
"Finally understanding the meaning of \"\"different worlds\"\" (Seiji is a popular idol while she is an average middle school student)",Kirari refuses to give up. Filled with determination to be with Seiji,,0
"(Source: Wikipedia)\"",TV,Finished Airing,0
1517,Silent Möbius,"Action, Comedy, Drama, Fantasy, Horror, Romance, Sci-Fi",1
"(Source: ANN)\"",TV,Finished Airing,0
1519,Black Lagoon: The Second Barrage,Action,0
1520,Black Jack,"Drama, Mystery, Suspense",0
1521,Black Jack the Movie,"Award Winning, Drama",1
"(Source: ANN)\"",Movie,Finished Airing,0
1524,Fuujin Monogatari,"Drama, Fantasy, Slice of Life, Supernatural",1
Miki is the other member of the club,and also Nao's best friend. Mr. Taiki is the teacher who's taught the cat how to manipulate the flow of a wind. Ryoko is a girl who has a huge crush on Mr. Taiki. And there's Jun,,0
On the outskirts of this big city,"a town off the \"\"Wind Handlers",,0
"(Source: Production I.G)\"",TV,Finished Airing,0
1525,Pokemon Crystal: Raikou Ikazuchi no Densetsu,"Action, Adventure, Comedy, Fantasy",1
"(Source: ANN)\"",Special,Finished Airing,0
1526,Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,"Action, Adventure, Drama, Fantasy",1
Satoshi,a budding Pokémon trainer from Kanto,Lucario runs away in confusion.,0
Meanwhile,Pikachu,to save his partner,0
1527,Pokemon: Senritsu no Mirage Pokemon,"Adventure, Comedy, Fantasy",1
"(Source: ANN)\"",ONA,Finished Airing,0
1528,Bishoujo Yuugekitai Battle Skipper,"Comedy, Sci-Fi",0
When the members of the Etiquette Club at St. Ignacio's School for Girls go down the tubes--literally--they acquire the skimpy outfits they wear to pilot the unfortunately named BSs or Battle Skippers,"state-of-the-art military mecha. As \"\"Extars",super-rich president of the rival Debutante Club,0
The series was created to promote a line of robot toys from Tomy,and viewers who are willing to accept high school girls' quarrels escalating into battles involving satellite weaponry may enjoy these silly adventures.,,0
"(Source: AniDB)\"",OVA,Finished Airing,0
1529,De:vadasy,"Action, Ecchi",1
1530,Kanon (2006),"Drama, Romance, Supernatural",1
Settling into the wintry town,Yuuichi comes across several young girls,24.0,0
1531,Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,"Comedy, Fantasy, Romance, Ecchi",0
1532,Suki na Mono wa Suki Dakara Shou ga Nai!!,"Boys Love, Comedy, Drama, Romance",1
1533,Ai Tenshi Densetsu Wedding Peach,"Comedy, Fantasy, Romance",1
"(Source: ANN)\"",TV,Finished Airing,0
1534,Futari wa Precure: Splash☆Star,"Action, Comedy, Fantasy",1
"(Source: ANN)\"",TV,Finished Airing,0
1535,Death Note,"Supernatural, Suspense",1
For his own amusement,Ryuk drops his Death Note into the human world. Light stumbles upon it,which disturbingly enacts his first murder.,0
Aware of the terrifying godlike power that has fallen into his hands,Light—under the alias Kira—follows his wicked sense of justice with the ultimate goal of cleansing the world of all evil-doers. The meticulous mastermind detective L is already on his trail,37.0,0
1536,Busou Renkin,"Action, Supernatural",1
The Kakugane,as Tokiko explains,forming a unique Buso Renkin. The Buso Renkin is the only thing that can destroy a homunculus monster. Using this,0
1537,Genshi Shounen Ryuu,"Action, Adventure, Sci-Fi",1
16 years later Ryuu meets a girl named Ran who was sold to the tribe Ryuu originaly came from. The tribe is not happy to see Ryuu alive and tries to sacrifice him again,"this time by burning him alive. Before they can get the deed done the tribe is massacred along with Ryuu's adoptive mother by Shirano. Ryuu then sets out on a quest together with Ran to find his mother and Ran's brother Don.\"",fall 1971,0
1538,Pumpkin Scissors,"Action, Comedy, Drama",1
During a mission to assist a village occupied by renegade soldiers,Alice meets Randal Oland,Randal enters a trance-like state prompted by a mysterious blue lantern. As a result,0
Despite having witnessed Randal's disturbing transformation,Alice invites him to join her squandrant,"Oct 3, 2006 to Mar 18, 2007",0
1539,Touch: Cross Road - Kaze no Yukue,"Romance, Sports",1
"(Source: ANN)\"",Special,Finished Airing,0
1540,"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...","Romance, Sports",0
1541,Souten no Ken,Action,0
Shanghai in the 1930s is a dangerous place. Foreign governments and Chinese factions have carved the city into different quarters,each with its own laws and government,,0
In days past,one man walked these mean streets battling the forces of evil. He was known only as Yan Wang,"but who will find him first?\"",0
1542,Brain Powerd,"Action, Adventure, Sci-Fi",1
Orphan's agents pilot mysterious mecha known as Grand Cheres,and search the world for mysterious,when they hit the ground. After a dying disc almost kills Hime,0
Hime becomes the Brain Powerd's pilot,forming a symbiotic relationship with the living mecha and joins an International Organization dedicated to stopping Orphan,,0
"(Source: AniDB)\"",TV,Finished Airing,0
1543,Yoake Mae yori Ruriiro na: Crescent Love,"Comedy, Romance, Sci-Fi",1
"(Source: ANN)\"",TV,Finished Airing,0
1544,Super Robot Taisen OG The Animation,"Action, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
1546,Negima!?,"Adventure, Comedy, Fantasy, Romance, Supernatural, Ecchi",0
Wizard Negi Springfield may be a boy,but he has a man-sized job to do! Fresh from the Academy of Magic,and Negi is gonna need help from his lovely student bodies to drive the ghouls from their school. These girls want to prove that they're the best in class,1
"(Source: DVD case)\"",TV,Finished Airing,0
1547,Obake no Q-tarou,"Comedy, Slice of Life, Supernatural",1
"(Source: AnimeNfo)\"",TV,Finished Airing,0
1548,Shin Taketori Monogatari: 1000-nen Joou,"Drama, Mystery, Sci-Fi",1
But Yayoi isn't exactly what she seems. There is a reason she helps out Amamori-san at the observatory. She is the Millennial Queen (Sen-Nen Joou),specially chosen by her home planet,very near Earth every 1000 years. When it gets close enough,0
However,there is one person who strives to stop her plan,,0
"(Source: AniDB)\"",TV,Finished Airing,0
1549,1000-nen Joou: Queen Millennia,"Adventure, Drama, Fantasy, Sci-Fi",1
Soon,numerous meteors fell on the Earth,came to help Yayoi. Yayoi invited him into a big cave under the ground.,0
"(Source: AnimeNfo)\"",Movie,Finished Airing,0
1550,Attack No.1,"Drama, Sports",1
"(Source: ANN)\"",TV,Finished Airing,0
1552,Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,"Comedy, Drama, Romance",0
Two years later,Katsuhiko is a professional racer,,0
"(Source: AniDB)\"",Movie,Finished Airing,0
1553,Queen Emeraldas,"Action, Adventure, Sci-Fi",1
"(Source: ANN)\"",OVA,Finished Airing,0
1554,Asatte no Houkou.,"Drama, Supernatural",1
Later,Karada stands before a shrine praying to grow up. Little does she know that the shrine wishing stone would grant her wish. As Karada grows older,finds herself a child once again. With their ages now reversed,0
1555,Tokimeki Memorial: Only Love,"Comedy, Romance",1
"(Source: ANN)\"",TV,Finished Airing,0
1556,Kikoushi Enma,"Fantasy, Horror, Supernatural",1
Enma is the Demon Prince of the Underworld,"a demon \"\"Born of Fire.\"\" His mission is to take back or destroy demons that have escaped to the human world from the Underworld. Along with his partner",Kapaeru,0
"(Source: Bandai Entertainment)\"",OVA,Finished Airing,0
1557,Shounen Onmyouji,"Action, Fantasy",1
1558,Yarima Queen,"Comedy, Fantasy, Hentai",1
"(Source: AniDB)\"",OVA,Finished Airing,0
1559,Shijou Saikyou no Deshi Kenichi,"Action, Comedy",1
Later that day,after karate club practice,Ryouzanpaku,0
"With those ominous words looming in his mind and the appearance of a criminal martial arts gang known as \"\"Ragnarok\"\" threatening the safety of those around him","Kenichi takes the first step on his journey to become a world-class fighter and a defender of the defenseless.\"",fall 2006,0
1560,Choujin Gakuen Gowcaizer: The Voltage Fighters,"Action, Sci-Fi, Ecchi",0
Athletic and popular,Isato Kaiza was an otherwise ordinary student. But nothing could've prepared him for the day he was given a Caizer Stone by fellow student Kash,,0
To save the Earth,Gowcaizer and Hellstinger must join forces against Omni Exist,OVA,0
1561,Lovedol: Lovely Idol,UNKNOWN,0
1562,Yamato Nadeshiko Shichihenge♥,Comedy,1
Thus begins Sunako's hectic life with abrasive Kyohei Takano,ladies' man Ranmaru Morii,TV,0
1563,Magic Knight Rayearth II,"Adventure, Drama, Fantasy, Romance",1
The Magic Knights’ wish is answered,for at the top of Tokyo Tower,who proclaims herself to be the rightful heir of the fallen country.,0
Now confronting graver stakes and radically different enemies,the three Magic Knights set forth once more to save Cephiro and bring peace. With the bonds they have forged together,"Apr 10, 1995 to Nov 27, 1995",0
1564,Pokemon Advanced Generation,"Action, Adventure, Comedy, Fantasy",1
(Source: ANN,"edited)\"",fall 2002,0
1565,Pokemon Diamond & Pearl,"Action, Adventure, Comedy, Fantasy",1
Still in search for Pikachu,Satoshi notices a powerful electric attack in the distance and heads toward it to find Pikachu with Team Rocket and Hikari—a novice trainer aiming to be the top Pokémon coordinator. After foiling Team Rocket's plans,191.0,0
1566,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,"Award Winning, Mystery, Sci-Fi",1
In the midst of all,Batou,,0
The series of intriguing incidents that Section 9 faces gradually link together almost artistically. Who is the Puppeteer? What will happen to Batou's relationship with Motoko? What is the full truth behind this carefully planned perfect crime? And what will the outcome be? Mysteries surround the Solid State Society...,,,0
"(Source: Production I.G.)\"",Special,Finished Airing,0
1567,Kaitou Saint Tail,"Adventure, Romance",0
"(Source: ANN)\"",TV,Finished Airing,0
1568,Sumomomo Momomo: Chijou Saikyou no Yome,"Action, Comedy, Romance",1
Skip forward: Koushi is in high school,oblivious to the marriage arranged for him at his birth. Enter Momoko Kuzuryuu: sugar bomb,not to mention that he doesn't have the foggiest idea who she actually is.,0
Meanwhile,a war has broken out between the martial arts families. For Koushi,,0
"(Source: Kotonoha)\"",TV,Finished Airing,0
1569,Otome wa Boku ni Koishiteru,"Comedy, Drama, Romance",1
"(Source: ANN)\"",TV,Finished Airing,0
1570,Happiness!,"Comedy, Romance",1
"(Source: ANN)\"",TV,Finished Airing,0
1571,Ghost Hunt,"Horror, Mystery, Supernatural",1
The next day,on the way to school,,0
Kazuya forcefully hires Mai in order to pay for the camera and replace his injured assistant. From that point on,"Mai begins to learn about the paranormal world and the profession of ghost hunting.\"",fall 2006,0
1572,Jungle Taitei,Adventure,1
Leo's adventure centers around finding peace between the animals and humans who live in his African home,often competing for space and resources. As he grows,and Leo's knowledge of human culture may be just what the jungle needed.,0
"Jungle Taitei is the epic story of a young lion's struggles to survive in a dangerous land.\"",TV,Finished Airing,0
1573,Kishin Douji Zenki,"Action, Comedy, Drama, Fantasy, Horror, Ecchi",1
1,200 years after this epic battle,two thieves enter the town in hopes of opening a seal in the Ozuno temple and releasing the hidden treasure from within. However,0
It is now up to this young progeny to unleash her family's powers to summon Zenki and save Shikigami-cho from these demons,"as well as the evil entities sure to follow in their footsteps.\"",winter 1995,0
1574,Get Ride! AMDriver,"Adventure, Sci-Fi",1
"(Source: ANN)\"",TV,Finished Airing,0
1575,Code Geass: Hangyaku no Lelouch,"Action, Award Winning, Drama, Sci-Fi",1
Lelouch Lamperouge,a Britannian student,who bestows upon him Geass,0
1576,Bakumatsu Kikansetsu Irohanihoheto,"Action, Drama",1
"(Source: Sentai Filmworks)\"",ONA,Finished Airing,0
1577,Taiho Shichau zo,"Action, Comedy",1
"(Source: ANN)\"",OVA,Finished Airing,0
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi",1
"(Source: ANN)\"",TV,Finished Airing,0
1579,Kiniro no Corda: Primo Passo,"Comedy, Drama, Romance",1
Later that day,the participants of a school-wide music competition are announced,the small fairy gifts Kahoko a magical violin and convinces her to participate in the competition.,0
Kiniro no Corda: Primo Passo follows Kahoko's endeavors alongside Lili,"as the young student must now face the challenges of competition and go head-to-head against her competitors while navigating a new world of classical music.\"",fall 2006,0
1580,Mouryou Senki Madara,"Adventure, Supernatural",1
"(Source: AniDB)\"",OVA,Finished Airing,0
1581,Gift: Eternal Rainbow,"Comedy, Drama, Romance",1
As a child,Haruhiko has been close with his childhood friend,,0
After some times passes by,Riko finally returns to the town of Narasakicho,12.0,0
1582,Submarine 707R,"Action, Adventure, Sci-Fi",1
One year later,succeeding to the 707,went for a sail. Among the crews,0
